province,date,temp_mean,temp_max_mean,temp_min_mean,precip_sum,rainy_days,precip_anomaly
Kalimantan Tengah,2022-03-01,26.280645161290323,31.10967741935484,23.203225806451613,344.2,26.0,-93.32
Kalimantan Tengah,2022-04-01,26.323333333333334,30.85,23.396666666666665,344.8,28.0,-14.019999999999982
Kalimantan Tengah,2022-05-01,26.44193548387097,30.774193548387096,23.780645161290323,396.8,27.0,60.860000000000014
Kalimantan Tengah,2022-06-01,25.553333333333335,29.84333333333333,22.956666666666667,409.1,28.0,150.76
Kalimantan Tengah,2022-07-01,25.741935483870968,29.92258064516129,23.135483870967743,229.3,27.0,25.44999999999999
Kalimantan Tengah,2022-08-01,25.570967741935487,29.916129032258063,22.996774193548386,281.5,27.0,58.625
Kalimantan Tengah,2022-09-01,25.8,30.35666666666667,22.796666666666667,394.6,21.0,152.9
Kalimantan Tengah,2022-10-01,25.506451612903227,30.42258064516129,22.870967741935484,587.3,29.0,231.0
Kalimantan Tengah,2022-11-01,25.986666666666668,30.686666666666667,23.243333333333332,454.8,30.0,-49.974999999999966
Kalimantan Tengah,2022-12-01,26.14516129032258,30.958064516129035,22.98709677419355,307.7,21.0,-80.25
Kalimantan Tengah,2023-01-01,25.87741935483871,30.845161290322583,22.970967741935485,407.6,27.0,-2.7199999999999704
Kalimantan Tengah,2023-02-01,26.0,30.667857142857144,23.114285714285717,335.4,27.0,0.4199999999999591
Kalimantan Tengah,2023-03-01,25.44516129032258,29.822580645161292,22.9741935483871,546.6,29.0,109.08000000000004
Kalimantan Tengah,2023-04-01,26.243333333333332,30.720000000000002,23.383333333333333,293.9,28.0,-64.92000000000002
Kalimantan Tengah,2023-05-01,26.838709677419356,31.212903225806453,23.929032258064513,214.3,25.0,-121.63999999999999
Kalimantan Tengah,2023-06-01,26.36,30.84,23.42,255.2,23.0,-3.140000000000043
Kalimantan Tengah,2023-07-01,25.95483870967742,30.148387096774194,23.07741935483871,276.3,18.0,72.44999999999999
Kalimantan Tengah,2023-08-01,27.31935483870968,32.767741935483876,23.238709677419354,68.5,9.0,-154.375
Kalimantan Tengah,2023-09-01,27.276666666666664,32.88,23.240000000000002,99.9,12.0,-141.8
Kalimantan Tengah,2023-10-01,27.664516129032258,33.4741935483871,23.72258064516129,202.7,19.0,-153.59999999999997
Kalimantan Tengah,2023-11-01,26.68,31.966666666666665,23.69333333333333,445.3,27.0,-59.474999999999966
Kalimantan Tengah,2023-12-01,26.44516129032258,31.206451612903226,23.606451612903225,444.7,30.0,56.75
Kalimantan Tengah,2024-01-01,26.432258064516127,31.04516129032258,23.629032258064516,463.3,28.0,52.98000000000002
Kalimantan Tengah,2024-02-01,26.71034482758621,31.74827586206897,23.803448275862067,518.7,28.0,183.72000000000003
Kalimantan Tengah,2024-03-01,26.82903225806452,31.280645161290323,23.906451612903226,463.8,27.0,26.28000000000003
Kalimantan Tengah,2024-04-01,26.970000000000002,31.513333333333332,24.126666666666665,532.1,30.0,173.28000000000003
Kalimantan Tengah,2024-05-01,26.80322580645161,31.029032258064515,24.229032258064517,383.8,29.0,47.860000000000014
Kalimantan Tengah,2024-06-01,26.196666666666665,30.253333333333334,23.59,235.8,26.0,-22.54000000000002
Kalimantan Tengah,2024-07-01,26.348387096774193,30.567741935483873,23.40967741935484,165.3,10.0,-38.55000000000001
Kalimantan Tengah,2024-08-01,26.312903225806455,31.13225806451613,23.23548387096774,251.4,20.0,28.525000000000006
Kalimantan Tengah,2024-09-01,26.946666666666665,32.303333333333335,23.32,217.8,16.0,-23.900000000000006
Kalimantan Tengah,2024-10-01,26.5258064516129,31.56451612903226,23.34193548387097,340.4,24.0,-15.899999999999977
Kalimantan Tengah,2024-11-01,26.436666666666667,31.34333333333333,23.623333333333335,555.2,29.0,50.42500000000007
Kalimantan Tengah,2024-12-01,26.88064516129032,31.258064516129032,24.19677419354839,347.4,31.0,-40.55000000000001
